2026-01-21 05:19:58 | Experiment | INFO | experiment.py:163 | [ucsb-catalog-rag-exp1:Experiment] Experiment ucsb-catalog-rag-exp1 created with Experiment ID: 1 at /content/rapidfireai/rapidfire_experiments/ucsb-catalog-rag-exp1
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:103 | [ucsb-catalog-rag-exp1:DocProcessingActor] FAISS index built successfully
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:107 | [ucsb-catalog-rag-exp1:DocProcessingActor] Transferring FAISS index from GPU to CPU for serialization...
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:114 | [ucsb-catalog-rag-exp1:DocProcessingActor] FAISS index transferred to CPU successfully
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:136 | [ucsb-catalog-rag-exp1:DocProcessingActor] Serializing FAISS index for cross-actor sharing...
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:141 | [ucsb-catalog-rag-exp1:DocProcessingActor] FAISS index serialized: 16046712 bytes
2026-01-21 05:22:12 | DocProcessingActor | INFO | doc_actor.py:162 | [ucsb-catalog-rag-exp1:DocProcessingActor] DocProcessingActor: Context components ready for sharing
2026-01-21 05:22:12 | Controller | INFO | controller.py:363 | [ucsb-catalog-rag-exp1:Controller] Built context 2 (7a1ddaf6...) successfully in 90.07s
2026-01-21 05:22:12 | Controller | INFO | controller.py:404 | [ucsb-catalog-rag-exp1:Controller] Completed parallel context building for 2 context(s)
2026-01-21 05:22:12 | Controller | INFO | controller.py:798 | [ucsb-catalog-rag-exp1:Controller] Created 1 query processing actors (generic pool)
2026-01-21 05:22:12 | Controller | INFO | controller.py:809 | [ucsb-catalog-rag-exp1:Controller] Initialized scheduler with 4 pipelines, 1 actors, 4 shards
2026-01-21 05:22:12 | Controller | INFO | controller.py:976 | [ucsb-catalog-rag-exp1:Controller] Starting multi-pipeline inference scheduling...
2026-01-21 05:22:12 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 0 (2 batches)
2026-01-21 05:22:32 | QueryProcessingActor-0 | INFO | query_actor.py:139 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Initializing new inference engine (config hash: f895be3c)
2026-01-21 05:28:50 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:28:50 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:28:50 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:28:52 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:28:52 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:28:52 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:28:52 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:30:31 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 completed shard 0 (2 batches, 99.60s)
2026-01-21 05:30:31 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 0 for shard 0 (2 batches)
2026-01-21 05:30:31 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:30:31 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:30:31 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:30:31 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:30:33 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:30:33 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:30:33 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:30:33 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:30:47 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 completed shard 0 (2 batches, 13.52s)
2026-01-21 05:30:47 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 0 (2 batches)
2026-01-21 05:30:47 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:30:47 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:30:47 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:30:47 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:30:49 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:30:49 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:30:49 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:30:49 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:30:56 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 completed shard 0 (2 batches, 6.51s)
2026-01-21 05:30:56 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 0 for shard 0 (2 batches)
2026-01-21 05:30:56 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:30:56 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:30:56 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:30:56 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:30:58 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:30:58 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:30:58 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:30:58 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:31:11 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 completed shard 0 (2 batches, 13.02s)
2026-01-21 05:31:11 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 1 (2 batches)
2026-01-21 05:31:11 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:31:11 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:31:11 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:31:11 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:31:12 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:31:12 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:31:12 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:31:12 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:31:25 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 completed shard 1 (2 batches, 12.51s)
2026-01-21 05:31:25 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 0 for shard 1 (2 batches)
2026-01-21 05:31:25 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:31:25 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:31:25 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:31:25 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:31:27 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:31:43 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 completed shard 1 (2 batches, 16.02s)
2026-01-21 05:31:43 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 1 (2 batches)
2026-01-21 05:31:43 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:31:43 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:31:43 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:31:43 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:31:45 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:31:45 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:31:45 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:31:45 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:31:56 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 completed shard 1 (2 batches, 11.51s)
2026-01-21 05:31:56 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 0 for shard 1 (2 batches)
2026-01-21 05:31:56 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:31:56 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:31:56 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:31:56 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:31:58 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:31:58 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:31:58 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:31:58 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:32:13 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 4 completed shard 1 (2 batches, 14.52s)
2026-01-21 05:32:13 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 1 (Pipeline 1) on actor 0 for shard 2 (2 batches)
2026-01-21 05:32:13 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:32:13 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:32:13 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:32:13 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:32:15 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:32:15 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:32:15 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:32:15 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:32:27 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 1 completed shard 2 (2 batches, 12.51s)
2026-01-21 05:32:27 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 0 for shard 2 (2 batches)
2026-01-21 05:32:27 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:32:27 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:32:27 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:32:27 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:32:29 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:32:29 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:32:29 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:32:29 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:32:43 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 2 completed shard 2 (2 batches, 14.01s)
2026-01-21 05:32:43 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 2 (2 batches)
2026-01-21 05:32:43 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:32:43 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:32:43 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:32:43 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:32:45 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:32:45 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:32:45 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2026-01-21 05:32:45 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2026-01-21 05:32:56 | Controller | INFO | controller.py:1149 | [ucsb-catalog-rag-exp1:Controller] Pipeline 3 completed shard 2 (2 batches, 10.51s)
2026-01-21 05:32:56 | Controller | INFO | controller.py:1251 | [ucsb-catalog-rag-exp1:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 0 for shard 2 (2 batches)
2026-01-21 05:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Reusing existing inference engine (config hash: f895be3c)
2026-01-21 05:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2026-01-21 05:32:56 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2026-01-21 05:32:57 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2026-01-21 05:32:59 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2026-01-21 05:32:59 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2026-01-21 05:32:59 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [ucsb-catalog-rag-exp1:QueryProcessingActor-0] Recreated retriever with search_type=similarity
